IATA,id,airport_name,city,country,ICAO,latitude,longitude,altitude,timezone,daylight_saving_time,database_timezone,type,source
SHV,3609.0,Shreveport Regional Airport,Shreveport,United States,KSHV,32.44660186767578,-93.82559967041016,258.0,-6,A,America/Chicago,airport,OurAirports
SHW,2086.0,Sharurah Airport,Sharurah,Saudi Arabia,OESH,17.466899871826172,47.12139892578125,2363.0,3,U,Asia/Riyadh,airport,OurAirports
SID,1102.0,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,GVAC,16.741399765014652,-22.94939994812012,177.0,-1,U,Atlantic/Cape_Verde,airport,OurAirports
SIN,3316.0,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22.0,8,N,Asia/Singapore,airport,OurAirports
SIP,2942.0,Simferopol International Airport,Simferopol,Ukraine,UKFF,45.05220031738281,33.975101470947266,639.0,3,E,Europe/Simferopol,airport,OurAirports
SIT,3856.0,Sitka Rocky Gutierrez Airport,Sitka,United States,PASI,57.04710006713867,-135.36199951171878,21.0,-9,A,America/Anchorage,airport,OurAirports
SJC,3748.0,Norman Y. Mineta San Jose International Airport,San Jose,United States,KSJC,37.36259841918945,-121.9290008544922,62.0,-8,A,America/Los_Angeles,airport,OurAirports
SJD,1840.0,Los Cabos International Airport,San Jose Del Cabo,Mexico,MMSD,23.15180015563965,-109.72100067138672,374.0,-7,S,America/Mazatlan,airport,OurAirports
SJE,2747.0,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,SKSJ,2.5796900000000003,-72.6394,605.0,-5,U,America/Bogota,airport,OurAirports
SJJ,1646.0,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,LQSA,43.82460021972656,18.331499099731445,1708.0,1,E,Europe/Sarajevo,airport,OurAirports
SJO,1885.0,Juan Santamaria International Airport,San Jose,Costa Rica,MROC,9.993860244750977,-84.20880126953125,3021.0,-6,U,America/Costa_Rica,airport,OurAirports
SJP,2619.0,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SBSR,-20.8166007996,-49.40650177,1784.0,-3,S,America/Sao_Paulo,airport,OurAirports
SJT,3708.0,San Angelo Regional Mathis Field,San Angelo,United States,KSJT,31.35770034790039,-100.49600219726562,1919.0,-6,A,America/Chicago,airport,OurAirports
SJU,2890.0,Luis Munoz Marin International Airport,San Juan,Puerto Rico,TJSJ,18.4393997192,-66.0018005371,9.0,-4,U,America/Puerto_Rico,airport,OurAirports
SJW,6347.0,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,ZBSJ,38.28070068359375,114.6969985961914,233.0,8,U,Asia/Shanghai,airport,OurAirports
SKB,2891.0,Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,TKPK,17.311199188232422,-62.71870040893555,170.0,-4,U,America/St_Kitts,airport,OurAirports
SKD,2981.0,Samarkand Airport,Samarkand,Uzbekistan,UTSS,39.70050048828125,66.98380279541016,2224.0,5,U,Asia/Samarkand,airport,OurAirports
SKG,1486.0,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,LGTS,40.51969909667969,22.97089958190918,22.0,2,E,Europe/Athens,airport,OurAirports
SKP,1737.0,Skopje Alexander the Great Airport,Skopje,Macedonia,LWSK,41.961601,21.621401000000002,781.0,1,E,Europe/Skopje,airport,OurAirports
SKU,1482.0,Skiros Airport,Skiros,Greece,LGSY,38.967601776100004,24.4871997833,44.0,2,E,Europe/Athens,airport,OurAirports
SLA,2476.0,Martin Miguel De Guemes International Airport,Salta,Argentina,SASA,-24.856000900300003,-65.4861984253,4088.0,-3,N,America/Argentina/Salta,airport,OurAirports
SLC,3536.0,Salt Lake City International Airport,Salt Lake City,United States,KSLC,40.78839874267578,-111.97799682617188,4227.0,-7,A,America/Denver,airport,OurAirports
SLL,2195.0,Salalah Airport,Salalah,Oman,OOSA,17.038700103759766,54.09130096435547,73.0,4,U,Asia/Muscat,airport,OurAirports
SLM,1238.0,Salamanca Airport,Salamanca,Spain,LESA,40.95209884643555,-5.501989841461182,2595.0,1,E,Europe/Madrid,airport,OurAirports
SLP,1842.0,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,MMSP,22.254299163800006,-100.930999756,6035.0,-6,S,America/Mexico_City,airport,OurAirports
SLU,2893.0,George F. L. Charles Airport,Castries,Saint Lucia,TLPC,14.0202,-60.992901,22.0,-4,U,America/St_Lucia,airport,OurAirports
SLW,1810.0,Plan De Guadalupe International Airport,Saltillo,Mexico,MMIO,25.54949951171875,-100.9290008544922,4778.0,-6,S,America/Mexico_City,airport,OurAirports
SLZ,2616.0,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SBSL,-2.585360050201416,-44.23410034179688,178.0,-3,S,America/Fortaleza,airport,OurAirports
SMA,1617.0,Santa Maria Airport,Santa Maria (island),Portugal,LPAZ,36.97140121459961,-25.17060089111328,308.0,-1,E,Atlantic/Azores,airport,OurAirports
SMF,3817.0,Sacramento International Airport,Sacramento,United States,KSMF,38.69540023803711,-121.59100341796876,27.0,-8,A,America/Los_Angeles,airport,OurAirports
SMI,1476.0,Samos Airport,Samos,Greece,LGSM,37.68999862670898,26.911699295043945,19.0,2,E,Europe/Athens,airport,OurAirports
SMR,2748.0,Simón Bolívar International Airport,Santa Marta,Colombia,SKSM,11.1196,-74.2306,22.0,-5,U,America/Bogota,airport,OurAirports
SMX,5772.0,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,KSMX,34.89889908,-120.4570007,261.0,-8,A,America/Los_Angeles,airport,OurAirports
SNA,3867.0,John Wayne Airport-Orange County Airport,Santa Ana,United States,KSNA,33.67570114,-117.86799620000001,56.0,-8,A,America/Los_Angeles,airport,OurAirports
SNN,603.0,Shannon Airport,Shannon,Ireland,EINN,52.701999664307,-8.9248199462891,46.0,0,E,Europe/Dublin,airport,OurAirports
SNU,1918.0,Abel Santamaria Airport,Santa Clara,Cuba,MUSC,22.49220085144043,-79.943603515625,338.0,-5,U,America/Havana,airport,OurAirports
SOC,3929.0,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,WARQ,-7.516089916229247,110.75700378417969,421.0,7,N,Asia/Jakarta,airport,OurAirports
SOF,1194.0,Sofia Airport,Sofia,Bulgaria,LBSF,42.696693420410156,23.411436080932614,1742.0,2,E,Europe/Sofia,airport,OurAirports
SON,5908.0,Santo Pekoa International Airport,Santo,Vanuatu,NVSS,-15.505000114399998,167.220001221,184.0,11,U,Pacific/Efate,airport,OurAirports
SOQ,3261.0,Dominique Edward Osok Airport,Sorong,Indonesia,WAXX,-0.894,131.287,10.0,9,N,Asia/Jayapura,airport,OurAirports
SOU,495.0,Southampton Airport,Southampton,United Kingdom,EGHI,50.95029830932617,-1.3567999601364136,44.0,0,E,Europe/London,airport,OurAirports
SOW,7078.0,Show Low Regional Airport,Show Low,United States,KSOW,34.265499115,-110.005996704,6415.0,-7,A,America/Phoenix,airport,OurAirports
SPC,1053.0,La Palma Airport,Santa Cruz De La Palma,Spain,GCLA,28.62649917602539,-17.755599975585938,107.0,0,E,Atlantic/Canary,airport,OurAirports
SPI,4336.0,Abraham Lincoln Capital Airport,Springfield,United States,KSPI,39.84410095,-89.67790222,598.0,-6,A,America/Chicago,airport,OurAirports
SPN,2244.0,Saipan International Airport,Saipan,Northern Mariana Islands,PGSN,15.119000434899998,145.729003906,215.0,10,U,Pacific/Saipan,airport,OurAirports
SPS,3680.0,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,KSPS,33.98880005,-98.49189758,1019.0,-6,A,America/Chicago,airport,OurAirports
SPU,1206.0,Split Airport,Split,Croatia,LDSP,43.53889846801758,16.29800033569336,79.0,1,E,Europe/Zagreb,airport,OurAirports
SRG,3901.0,Achmad Yani Airport,Semarang,Indonesia,WARS,-6.97273,110.375,10.0,7,N,Asia/Jakarta,airport,OurAirports
SRQ,4067.0,Sarasota Bradenton International Airport,Sarasota,United States,KSRQ,27.39539909362793,-82.55439758300781,30.0,-5,A,America/New_York,airport,OurAirports
SSA,2621.0,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SBSV,-12.9086112976,-38.3224983215,64.0,-3,S,America/Fortaleza,airport,OurAirports
SSG,891.0,Malabo Airport,Malabo,Equatorial Guinea,FGSL,3.7552700042724614,8.708720207214355,76.0,1,N,Africa/Malabo,airport,OurAirports
SSH,4057.0,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,HESH,27.977300643899998,34.3950004578,143.0,2,N,Africa/Cairo,airport,OurAirports
STC,4271.0,St Cloud Regional Airport,Saint Cloud,United States,KSTC,45.54660034179688,-94.05989837646484,1031.0,-6,A,America/Chicago,airport,OurAirports
STI,1764.0,Cibao International Airport,Santiago,Dominican Republic,MDST,19.406099319458008,-70.60469818115234,565.0,-4,U,America/Santo_Domingo,airport,OurAirports
STL,3678.0,Lambert St Louis International Airport,St. Louis,United States,KSTL,38.74869918823242,-90.37000274658205,618.0,-6,A,America/Chicago,airport,OurAirports
STM,4092.0,Maestro Wilson Fonseca Airport,Santarem,Brazil,SBSN,-2.424721956253052,-54.78583145141602,198.0,-3,S,America/Belem,airport,OurAirports
STR,350.0,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276.0,1,E,Europe/Berlin,airport,OurAirports
STS,6992.0,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,KSTS,38.50899887,-122.8130035,128.0,-8,A,America/Los_Angeles,airport,OurAirports
STT,2883.0,Cyril E. King Airport,St. Thomas,Virgin Islands,TIST,18.337299346923828,-64.97339630126953,23.0,-4,U,America/St_Thomas,airport,OurAirports
STV,3022.0,Surat Airport,Surat,India,VASU,21.1140995026,72.7417984009,16.0,5.5,N,Asia/Calcutta,airport,OurAirports
STW,2963.0,Stavropol Shpakovskoye Airport,Stavropol,Russia,URMT,45.10919952392578,42.11280059814453,1486.0,3,N,Europe/Moscow,airport,OurAirports
STX,2884.0,Henry E Rohlsen Airport,St. Croix Island,Virgin Islands,TISX,17.701900482177734,-64.79859924316406,74.0,-4,U,America/St_Thomas,airport,OurAirports
SUB,3928.0,Juanda International Airport,Surabaya,Indonesia,WARR,-7.379829883575439,112.78700256347656,9.0,7,N,Asia/Jakarta,airport,OurAirports
SUF,1508.0,Lamezia Terme Airport,Lamezia,Italy,LICA,38.905398999999996,16.2423,39.0,1,E,Europe/Rome,airport,OurAirports
SUJ,1659.0,Satu Mare Airport,Satu Mare,Romania,LRSM,47.70330047607422,22.885700225830078,405.0,2,E,Europe/Bucharest,airport,OurAirports
SUX,3753.0,Sioux Gateway Col. Bud Day Field,Sioux City,United States,KSUX,42.40259933,-96.38439941,1098.0,-6,A,America/Chicago,airport,OurAirports
SVG,666.0,Stavanger Airport Sola,Stavanger,Norway,ENZV,58.876701354,5.637780189500001,29.0,1,E,Europe/Oslo,airport,OurAirports
SVL,455.0,Savonlinna Airport,Savonlinna,Finland,EFSA,61.943099975586,28.945100784302,311.0,2,E,Europe/Helsinki,airport,OurAirports
SVO,2985.0,Sheremetyevo International Airport,Moscow,Russia,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,airport,OurAirports
SVQ,1253.0,Sevilla Airport,Sevilla,Spain,LEZL,37.41799926757813,-5.8931097984313965,112.0,1,E,Europe/Madrid,airport,OurAirports
SVX,2975.0,Koltsovo Airport,Yekaterinburg,Russia,USSS,56.743099212646,60.802700042725,764.0,5,N,Asia/Yekaterinburg,airport,OurAirports
SWA,4302.0,Jieyang Chaoshan International Airport,Shantou,China,ZGOW,23.552,116.5033,0.0,8,U,Asia/Shanghai,airport,OurAirports
SWF,3661.0,Stewart International Airport,Newburgh,United States,KSWF,41.50410079956055,-74.10479736328125,491.0,-5,A,America/New_York,airport,OurAirports
SXB,1435.0,Strasbourg Airport,Strasbourg,France,LFST,48.53829956054688,7.628230094909668,505.0,1,E,Europe/Paris,airport,OurAirports
SXF,337.0,Berlin-Schönefeld International Airport,Berlin,Germany,EDDB,52.38000106811499,13.522500038147,157.0,1,E,Europe/Berlin,airport,OurAirports
SXM,2899.0,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,TNCM,18.0410003662,-63.108898162799996,13.0,-4,U,America/Curacao,airport,OurAirports
SXR,3112.0,Sheikh ul Alam Airport,Srinagar,India,VISR,33.987098693847656,74.77420043945312,5429.0,5.5,N,Asia/Calcutta,airport,OurAirports
SYD,3361.0,Sydney Kingsford Smith International Airport,Sydney,Australia,YSSY,-33.94609832763672,151.177001953125,21.0,10,O,Australia/Sydney,airport,OurAirports
SYM,6377.0,Pu'er Simao Airport,Simao,China,ZPSM,22.793301,100.959,0.0,8,U,Asia/Shanghai,airport,OurAirports
SYO,6001.0,Shonai Airport,Shonai,Japan,RJSY,38.81219863889999,139.787002563,86.0,9,U,Asia/Tokyo,airport,OurAirports
SYR,3745.0,Syracuse Hancock International Airport,Syracuse,United States,KSYR,43.11119842529297,-76.1063003540039,421.0,-5,A,America/New_York,airport,OurAirports
SYX,4030.0,Sanya Phoenix International Airport,Sanya,China,ZJSY,18.30290031433105,109.41200256347656,92.0,8,U,Asia/Shanghai,airport,OurAirports
SYZ,2157.0,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,OISS,29.53919982910156,52.58980178833008,4920.0,3.5,E,Asia/Tehran,airport,OurAirports
SZB,3408.0,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,WMSA,3.130579948425293,101.54900360107422,90.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
SZE,9827.0,Semera Airport,Semera,Ethiopia,\N,11.7875,40.991667,1380.0,3,N,Africa/Addis_Ababa,airport,User
SZG,1612.0,Salzburg Airport,Salzburg,Austria,LOWS,47.793300628699996,13.0043001175,1411.0,1,E,Europe/Vienna,airport,OurAirports
SZX,3374.0,Shenzhen Bao'an International Airport,Shenzhen,China,ZGSZ,22.639299392700195,113.81099700927734,13.0,8,U,Asia/Shanghai,airport,OurAirports
SZZ,676.0,"Szczecin-Goleniów \Solidarność\"" Airport""",Szczecin,Poland,EPSC,53.584701538100006,14.902199745199999,154.0,1,E,Europe/Warsaw,airport,OurAirports
TAB,2901.0,Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,TTCP,11.149700164794922,-60.83219909667969,38.0,-4,U,America/Port_of_Spain,airport,OurAirports
TAE,2381.0,Daegu Airport,Taegu,South Korea,RKTN,35.8941001892,128.65899658200001,116.0,9,U,Asia/Seoul,airport,OurAirports
TAK,2337.0,Takamatsu Airport,Takamatsu,Japan,RJOT,34.214199066199996,134.01600647,607.0,9,U,Asia/Tokyo,airport,OurAirports
TAM,1848.0,General Francisco Javier Mina International Airport,Tampico,Mexico,MMTM,22.2964000702,-97.86589813229999,80.0,-6,S,America/Mexico_City,airport,OurAirports
TAO,3390.0,Liuting Airport,Qingdao,China,ZSQD,36.2661018372,120.374000549,33.0,8,U,Asia/Shanghai,airport,OurAirports
TAP,1851.0,Tapachula International Airport,Tapachula,Mexico,MMTP,14.794300079300001,-92.3700027466,97.0,-6,S,America/Mexico_City,airport,OurAirports
TAS,2983.0,Tashkent International Airport,Tashkent,Uzbekistan,UTTT,41.257900238000005,69.2811965942,1417.0,5,U,Asia/Samarkand,airport,OurAirports
TAY,416.0,Tartu Airport,Tartu,Estonia,EETU,58.30749893189999,26.6903991699,219.0,2,E,Europe/Tallinn,airport,OurAirports
TBB,4158.0,Dong Tac Airport,Tuy Hoa,Vietnam,VVTH,13.0495996475,109.333999634,20.0,7,U,Asia/Saigon,airport,OurAirports
TBS,3973.0,Tbilisi International Airport,Tbilisi,Georgia,UGTB,41.6692008972,44.95470047,1624.0,4,N,Asia/Tbilisi,airport,OurAirports
TBU,1963.0,Fua'amotu International Airport,Tongatapu,Tonga,NFTF,-21.241199493408203,-175.14999389648438,126.0,13,U,Pacific/Tongatapu,airport,OurAirports
TBZ,2162.0,Tabriz International Airport,Tabriz,Iran,OITT,38.1338996887207,46.23500061035156,4459.0,3.5,E,Asia/Tehran,airport,OurAirports
TCB,1934.0,Treasure Cay Airport,Treasure Cay,Bahamas,MYAT,26.745300293000003,-77.3912963867,8.0,-5,U,America/Nassau,airport,OurAirports
TCG,6752.0,Tacheng Airport,Tacheng,China,ZWTC,46.67250061035156,83.3407974243164,0.0,8,U,Asia/Shanghai,airport,OurAirports
TCO,2716.0,La Florida Airport,Tumaco,Colombia,SKCO,1.8144200000000001,-78.7492,8.0,-5,U,America/Bogota,airport,OurAirports
TCZ,7862.0,Tengchong Tuofeng Airport,Tengchong,China,ZUTC,24.9380555556,98.4858333333,6250.0,8,N,Asia/Shanghai,airport,OurAirports
TEN,6963.0,Tongren Fenghuang Airport,Tongren,China,ZUTR,27.883333,109.308889,0.0,8,U,Asia/Shanghai,airport,OurAirports
TEQ,6784.0,Tekirdağ Çorlu Airport,Çorlu,Turkey,LTBU,41.13819885253906,27.919099807739254,574.0,3,E,Europe/Istanbul,airport,OurAirports
TER,1629.0,Lajes Field,Lajes (terceira Island),Portugal,LPLA,38.7617988586,-27.0907993317,180.0,-1,E,Atlantic/Azores,airport,OurAirports
TET,988.0,Chingozi Airport,Tete,Mozambique,FQTT,-16.104799270629886,33.64020156860352,525.0,2,U,Africa/Maputo,airport,OurAirports
TFN,1057.0,Tenerife Norte Airport,Tenerife,Spain,GCXO,28.4827003479,-16.341499328599998,2076.0,0,E,Atlantic/Canary,airport,OurAirports
TFS,1056.0,Tenerife South Airport,Tenerife,Spain,GCTS,28.044500351,-16.5725002289,209.0,0,E,Atlantic/Canary,airport,OurAirports
TGC,6770.0,Tanjung Manis Airport,Tanjung Manis,Malaysia,WBTM,2.17784,111.20200000000001,15.0,8,N,Asia/Kuala_Lumpur,airport,User
TGD,1741.0,Podgorica Airport,Podgorica,Montenegro,LYPG,42.35940170288086,19.25189971923828,141.0,1,E,Europe/Podgorica,airport,OurAirports
TGG,3307.0,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,WMKN,5.3826398849487305,103.10299682617188,21.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
TGM,1662.0,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,LRTM,46.46770095825195,24.41250038146973,963.0,2,E,Europe/Bucharest,airport,OurAirports
TGO,6348.0,Tongliao Airport,Tongliao,China,ZBTL,43.556702,122.199997,2395.0,8,U,Asia/Shanghai,airport,OurAirports
TGU,1776.0,Toncontín International Airport,Tegucigalpa,Honduras,MHTG,14.06089973449707,-87.21720123291016,3294.0,-6,U,America/Tegucigalpa,airport,OurAirports
TGZ,1846.0,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,MMTG,16.5636005402,-93.02249908450001,1499.0,-6,S,America/Mexico_City,airport,OurAirports
THD,9135.0,Tho Xuan Airport,Thanh Hoa,Vietnam,\N,19.901670000000003,105.46778,0.0,7,N,Asia/Saigon,airport,User
THE,2623.0,Senador Petrônio Portela Airport,Teresina,Brazil,SBTE,-5.0599398613,-42.8235015869,219.0,-3,S,America/Fortaleza,airport,OurAirports
THR,2131.0,Mehrabad International Airport,Teheran,Iran,OIII,35.68920135498047,51.31340026855469,3962.0,3.5,E,Asia/Tehran,airport,OurAirports
TIA,1190.0,Tirana International Airport Mother Teresa,Tirana,Albania,LATI,41.4146995544,19.7206001282,126.0,1,E,Europe/Tirane,airport,OurAirports
TIF,2090.0,Ta’if Regional Airport,Taif,Saudi Arabia,OETF,21.483001,40.543442,4848.0,3,U,Asia/Riyadh,airport,OurAirports
TIJ,1847.0,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,MMTJ,32.541099548339844,-116.97000122070312,489.0,-8,S,America/Tijuana,airport,OurAirports
TIM,3243.0,Moses Kilangin Airport,Timika,Indonesia,WABP,-4.528279781341553,136.88699340820312,103.0,9,N,Asia/Jayapura,airport,OurAirports
TIP,1157.0,Tripoli International Airport,Tripoli,Libya,HLLT,32.6635017395,13.159000396700002,263.0,2,N,Africa/Tripoli,airport,OurAirports
TIR,3151.0,Tirupati Airport,Tirupeti,India,VOTP,13.632499694800003,79.543296814,350.0,5.5,N,Asia/Calcutta,airport,OurAirports
TIU,2035.0,Timaru Airport,Timaru,New Zealand,NZTU,-44.30279922485352,171.22500610351562,89.0,12,Z,Pacific/Auckland,airport,OurAirports
TIV,1743.0,Tivat Airport,Tivat,Montenegro,LYTV,42.404701232910156,18.72330093383789,20.0,1,E,Europe/Podgorica,airport,OurAirports
TJM,4111.0,Roshchino International Airport,Tyumen,Russia,USTR,57.189601898199996,65.3243026733,378.0,5,N,Asia/Yekaterinburg,airport,OurAirports
TJQ,3904.0,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,WIOD,-2.74571990967,107.754997253,164.0,7,N,Asia/Jakarta,airport,OurAirports
TJU,7563.0,Kulob Airport,Kulyab,Tajikistan,UTDK,37.98809814453125,69.80500030517578,2293.0,5,U,Asia/Dushanbe,airport,OurAirports
TKG,6223.0,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,WIAT,-5.240556,105.175556,282.0,7,N,Asia/Jakarta,airport,OurAirports
TKK,2254.0,Chuuk International Airport,Chuuk,Micronesia,PTKK,7.461870193481445,151.84300231933594,11.0,10,U,Pacific/Truk,airport,OurAirports
TKS,2336.0,Tokushima Airport,Tokushima,Japan,RJOS,34.1328010559,134.60699462899998,26.0,9,U,Asia/Tokyo,airport,OurAirports
TKU,460.0,Turku Airport,Turku,Finland,EFTU,60.514099121094,22.262800216675,161.0,2,E,Europe/Helsinki,airport,OurAirports
TLC,1850.0,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,MMTO,19.3370990753,-99.5660018921,8466.0,-6,S,America/Mexico_City,airport,OurAirports
TLH,3698.0,Tallahassee Regional Airport,Tallahassee,United States,KTLH,30.396499633789066,-84.35030364990234,81.0,-5,A,America/New_York,airport,OurAirports
TLL,415.0,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,EETN,59.41329956049999,24.8327999115,131.0,2,E,Europe/Tallinn,airport,OurAirports
TLN,1438.0,Toulon-Hyères Airport,Hyeres,France,LFTH,43.0973014832,6.14602994919,7.0,1,E,Europe/Paris,airport,OurAirports
TLS,1273.0,Toulouse-Blagnac Airport,Toulouse,France,LFBO,43.629101,1.36382,499.0,1,E,Europe/Paris,airport,OurAirports
TLV,1590.0,Ben Gurion International Airport,Tel-aviv,Israel,LLBG,32.011398315429695,34.88669967651367,135.0,2,E,Asia/Jerusalem,airport,OurAirports
TMC,6204.0,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,WADT,-9.409720420837402,119.24400329589844,161.0,8,N,Asia/Makassar,airport,OurAirports
TMP,458.0,Tampere-Pirkkala Airport,Tampere,Finland,EFTP,61.414100646973,23.604400634766,390.0,2,E,Europe/Helsinki,airport,OurAirports
TMS,973.0,São Tomé International Airport,Sao Tome,Sao Tome and Principe,FPST,0.3781749904155731,6.712150096893311,33.0,0,N,Africa/Sao_Tome,airport,OurAirports
TMW,3362.0,Tamworth Airport,Tamworth,Australia,YSTW,-31.0839004517,150.847000122,1334.0,10,O,Australia/Sydney,airport,OurAirports
TNA,4108.0,Yaoqiang Airport,Jinan,China,ZSJN,36.857200622558594,117.21600341796876,76.0,8,U,Asia/Shanghai,airport,OurAirports
TNG,1080.0,Ibn Batouta Airport,Tanger,Morocco,GMTT,35.726898193400004,-5.916890144349999,62.0,0,N,Africa/Casablanca,airport,OurAirports
TNJ,3906.0,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,WIDN,0.9226830005650001,104.53199768100001,52.0,7,N,Asia/Jakarta,airport,OurAirports
TNN,2270.0,Tainan Airport,Tainan,Taiwan,RCNN,22.95039939880371,120.20600128173828,63.0,8,U,Asia/Taipei,airport,OurAirports
TNR,918.0,Ivato Airport,Antananarivo,Madagascar,FMMI,-18.7968997955,47.478801727299995,4198.0,3,U,Indian/Antananarivo,airport,OurAirports
TOF,4297.0,Bogashevo Airport,Tomsk,Russia,UNTT,56.380298614502,85.208297729492,597.0,7,N,Asia/Krasnoyarsk,airport,OurAirports
TOL,4040.0,Toledo Express Airport,Toledo,United States,KTOL,41.58679962,-83.80780029,683.0,-5,A,America/New_York,airport,OurAirports
TOS,663.0,Tromsø Airport,Tromso,Norway,ENTC,69.68329620361328,18.91889953613281,31.0,1,E,Europe/Oslo,airport,OurAirports
TOY,2324.0,Toyama Airport,Toyama,Japan,RJNT,36.64830017089844,137.18800354003906,95.0,9,U,Asia/Tokyo,airport,OurAirports
TPA,3646.0,Tampa International Airport,Tampa,United States,KTPA,27.975500106811523,-82.533203125,26.0,-5,A,America/New_York,airport,OurAirports
TPE,2276.0,Taiwan Taoyuan International Airport,Taipei,Taiwan,RCTP,25.0777,121.233002,106.0,8,U,Asia/Taipei,airport,OurAirports
TPQ,1802.0,Amado Nervo National Airport,Tepic,Mexico,MMEP,21.41950035095215,-104.84300231933594,3020.0,-7,S,America/Mazatlan,airport,OurAirports
TRC,1845.0,Francisco Sarabia International Airport,Torreon,Mexico,MMTC,25.568300247199996,-103.41100311299999,3688.0,-6,S,America/Mexico_City,airport,OurAirports
TRD,665.0,Trondheim Airport Værnes,Trondheim,Norway,ENVA,63.45780179999999,10.9239998,56.0,1,E,Europe/Oslo,airport,OurAirports
TRF,664.0,"Sandefjord Airport, Torp",Sandefjord,Norway,ENTO,59.1866989136,10.258600235,286.0,1,E,Europe/Oslo,airport,OurAirports
TRG,2034.0,Tauranga Airport,Tauranga,New Zealand,NZTG,-37.67190170288086,176.1959991455078,13.0,12,Z,Pacific/Auckland,airport,OurAirports
TRI,4116.0,Tri Cities Regional Tn Va Airport,BRISTOL,United States,KTRI,36.47520065307617,-82.40740203857422,1519.0,-5,A,America/New_York,airport,OurAirports
TRK,3920.0,Juwata Airport,Taraken,Indonesia,WALR,3.326667,117.56944399999999,23.0,8,N,Asia/Makassar,airport,OurAirports
TRN,1526.0,Turin Airport,Torino,Italy,LIMF,45.200802,7.64963,989.0,1,E,Europe/Rome,airport,OurAirports
TRR,3030.0,China Bay Airport,Trinciomalee,Sri Lanka,VCCT,8.538510322570799,81.18190002441406,6.0,5.5,U,Asia/Colombo,airport,OurAirports
TRS,1545.0,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,LIPQ,45.827498999999996,13.4722,39.0,1,E,Europe/Rome,airport,OurAirports
TRV,3153.0,Trivandrum International Airport,Trivandrum,India,VOTV,8.48211956024,76.9200973511,15.0,5.5,N,Asia/Calcutta,airport,OurAirports
TRZ,3152.0,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,VOTR,10.765399932861328,78.70970153808594,288.0,5.5,N,Asia/Calcutta,airport,OurAirports
TSA,2275.0,Taipei Songshan Airport,Taipei,Taiwan,RCSS,25.06940078735352,121.552001953125,18.0,8,U,Asia/Taipei,airport,OurAirports
TSE,2910.0,Astana International Airport,Tselinograd,Kazakhstan,UACC,51.02220153808594,71.46690368652344,1165.0,6,U,Asia/Qyzylorda,airport,OurAirports
TSJ,2297.0,Tsushima Airport,Tsushima,Japan,RJDT,34.2849006653,129.33099365200002,213.0,9,U,Asia/Tokyo,airport,OurAirports
TSN,3368.0,Tianjin Binhai International Airport,Tianjin,China,ZBTJ,39.1244010925,117.346000671,10.0,8,U,Asia/Shanghai,airport,OurAirports
TSR,1663.0,Timişoara Traian Vuia Airport,Timisoara,Romania,LRTR,45.80989837646485,21.337900161743164,348.0,2,E,Europe/Bucharest,airport,OurAirports
TSV,3330.0,Townsville Airport,Townsville,Australia,YBTL,-19.252500534057614,146.76499938964844,18.0,10,N,Australia/Brisbane,airport,OurAirports
